CGP No.,CGP Link,OCLC No.,Item No.,SuDoc No.,Date,PURL,Title
1112739,https://catalog.gpo.gov/F/?func=direct&doc_number=1112739&local_base=GPO01PUB,681874569,0624-B-05 (online),I 19.42/4:00-4263,2001,https://purl.fdlp.gov/GPO/gpo130000,"Summary of water-quality data, October 1987 through September 1997, for Fountain and Monument creeks, El Paso and Pueblo counties, Colorado"
1112753,https://catalog.gpo.gov/F/?func=direct&doc_number=1112753&local_base=GPO01PUB,1135462003,0646-R (online),I 29.89:2008/056,2008,http://purl.fdlp.gov/GPO/gpo79585,Vegetation monitoring protocol : Great Lakes inventory & monitoring network
1112796,https://catalog.gpo.gov/F/?func=direct&doc_number=1112796&local_base=GPO01PUB,966434967,0624-B-05 (online),I 19.42/4:00-4290,2001,https://purl.fdlp.gov/GPO/gpo130510,"Evaluation of strontium isotopes as a geochemical tracer in the Middle Fork Mineral Creek basin, southwestern Colorado"
1112797,https://catalog.gpo.gov/F/?func=direct&doc_number=1112797&local_base=GPO01PUB,985370618,0624-B-05 (online),I 19.42/4:76-115,1977,https://purl.fdlp.gov/GPO/gpo130516,"Water resources of the Maunabo Valley, Puerto Rico"
1112798,https://catalog.gpo.gov/F/?func=direct&doc_number=1112798&local_base=GPO01PUB,963251379,0624-B-05 (online),I 19.42/4:76-68,1977,https://purl.fdlp.gov/GPO/gpo130517,"Ground water in the Lajas Valley, Puerto Rico"
1112799,https://catalog.gpo.gov/F/?func=direct&doc_number=1112799&local_base=GPO01PUB,985370603,0624-B-05 (online),I 19.42/4:75-41,1976,https://purl.fdlp.gov/GPO/gpo130518,"Ground water in the San Juan metropolitan area, Puerto Rico"
1112800,https://catalog.gpo.gov/F/?func=direct&doc_number=1112800&local_base=GPO01PUB,985370583,0624-B-05 (online),I 19.42/4:73-18,1973,https://purl.fdlp.gov/GPO/gpo130519,Effects of ground-water development on the proposed Palmetto Bend dam and reservoir in southeast Texas
1112808,https://catalog.gpo.gov/F/?func=direct&doc_number=1112808&local_base=GPO01PUB,985370687,0624-B-05 (online),I 19.42/4:77-55,1977,https://purl.fdlp.gov/GPO/gpo130523,"Water-quality study of Tulpehocken Creek, Berks County, Pennsylvania, prior to Impoundment of Blue Marsh Lake"
1112810,https://catalog.gpo.gov/F/?func=direct&doc_number=1112810&local_base=GPO01PUB,1135477968,0431-I-01 (online),EP 1.2:SCI 2/14,2019,https://purl.fdlp.gov/GPO/gpo130235,SAB review of the science supporting EPA planned regulatory and deregulatory actions.
1112819,https://catalog.gpo.gov/F/?func=direct&doc_number=1112819&local_base=GPO01PUB,49208062,0624-B-05 (online),I 19.42/4:00-4188,2000,https://purl.fdlp.gov/GPO/LPS24819,"Hydrogeologic and geochemical characteristics of the Ogallala and White River aquifers, Cheyenne, Wyoming"
1112834,https://catalog.gpo.gov/F/?func=direct&doc_number=1112834&local_base=GPO01PUB,1135486467,0646-R (online),I 29.89:2009/131,2009,http://purl.fdlp.gov/GPO/gpo130591,Rainbow Bridge National Monument : geologic resource evaluation report
1112840,https://catalog.gpo.gov/F/?func=direct&doc_number=1112840&local_base=GPO01PUB,1135486818,0646-R (online),I 29.89:2009/121,2009,http://purl.fdlp.gov/GPO/gpo130593,Inventory of marine and estuarine benthic macroinvertebrates for nine Southeast Coast network parks
1112879,https://catalog.gpo.gov/F/?func=direct&doc_number=1112879&local_base=GPO01PUB,1135493210,0646-R (online),I 29.89:2009/116,2009,http://purl.fdlp.gov/GPO/gpo130619,"National Capital Region Network biological stream survey protocol : physical habitat, fish, and aquatic macroinvertebrate vital signs"
1112890,https://catalog.gpo.gov/F/?func=direct&doc_number=1112890&local_base=GPO01PUB,1135499105,0996-F (online),Y 1.1/7:116-69/PT.1-2,2019,https://purl.fdlp.gov/GPO/gpo130626,"Southwest Coastal Louisiana integrated final feasibility report and environmental impact statement : communication from the Assistant Secretary of the Army, Civil Works, the Department of Defense, transmitting the corps' southwest coastal Louisiana integrated final feasibility report and environmental impact statement for April 2016."
1112892,https://catalog.gpo.gov/F/?func=direct&doc_number=1112892&local_base=GPO01PUB,1135501148,0996-F (online),Y 1.1/7:115-174/PT.1-2,2019,https://purl.fdlp.gov/GPO/gpo130628,"Sabine Pass to Galveston Bay, Texas coastal storm risk management and ecosystem restoration : final integrated feasibility report--environmental impact statement :  communication from the Assistant Secretary of the Army, Civil Works, Department of Defense, transmitting the Corps' report on Sabine Pass to Galveston Bay, Texas coastal storm risk management and ecosystem restoration :  final integrated feasibility report--environmental impact statement for December 7, 2017."
1112893,https://catalog.gpo.gov/F/?func=direct&doc_number=1112893&local_base=GPO01PUB,1135501317,1008-I (online),Y 1.1/8:116-338,[2019]-,https://purl.fdlp.gov/GPO/gpo130629,Chesapeake Bay Program Reauthorization Act : report (to accompany H.R. 1620) (including cost estimate of the Congressional Budget Office).
1112898,https://catalog.gpo.gov/F/?func=direct&doc_number=1112898&local_base=GPO01PUB,1135758556,1017-C-07 (online),Y 4.F 76/1:116-62,2019,https://purl.fdlp.gov/GPO/gpo130632,"Voices leading the next generation on the global climate crisis : hearing before the Subcommittee on Europe, Eurasia, Energy, and the Environment of the Committee on Foreign Affairs, House of Representatives, One Hundred Sixteenth Congress, first session, September 18, 2019."
1112903,https://catalog.gpo.gov/F/?func=direct&doc_number=1112903&local_base=GPO01PUB,1135759574,0646-R (online),I 29.89:2009/126,2009,http://purl.fdlp.gov/GPO/gpo130637,Southeast coast network groundwater monitoring : protocol development and analysis of existing data
1112907,https://catalog.gpo.gov/F/?func=direct&doc_number=1112907&local_base=GPO01PUB,1135760345,0660 (online),I 27.2:AN 1,2019,https://purl.fdlp.gov/GPO/gpo130634,Lower American River Anadromous Fish Habitat Restoration Project:  environmental assessment/initial study and proposed mitigated negative declaration.
1112924,https://catalog.gpo.gov/F/?func=direct&doc_number=1112924&local_base=GPO01PUB,1135800898,0646-R (online),I 29.89:2009/092,2009,http://purl.fdlp.gov/GPO/gpo130641,Protocol for monitoring environmental contaminants : Great Lakes inventory and monitoring network
1112964,https://catalog.gpo.gov/F/?func=direct&doc_number=1112964&local_base=GPO01PUB,1135804557,0646-R (online),I 29.89:2009/098,2009,http://purl.fdlp.gov/GPO/gpo130676,North coast and cascades network vital signs monitoring report
1112981,https://catalog.gpo.gov/F/?func=direct&doc_number=1112981&local_base=GPO01PUB,966434644,0624-B-05 (online),I 19.42/4:00-4289,2001,https://purl.fdlp.gov/GPO/gpo130511,"Streamflow, surface-water quality, and quality of streambed sediments in Little Buck Creek and Little Eagle Creek, Indianapolis, Indiana, 1990-94"
1112985,https://catalog.gpo.gov/F/?func=direct&doc_number=1112985&local_base=GPO01PUB,966434944,0624-B-05 (online),I 19.42/4:01-4237,2001,https://purl.fdlp.gov/GPO/gpo130514,"Seepage investigation for Leap, South Ash, Wet Sandy, and Leeds Creeks in the Pine Valley Mountains, Washington County, Utah, 1998"
1112986,https://catalog.gpo.gov/F/?func=direct&doc_number=1112986&local_base=GPO01PUB,680430098,0624-B-05 (online),I 19.42.4:01-4065,2001,https://purl.fdlp.gov/GPO/gpo130515,"Herbicide use in the management of roadside vegetation, western Oregon, 1999-2000 : effects on the water quality of nearby streams"
1112991,https://catalog.gpo.gov/F/?func=direct&doc_number=1112991&local_base=GPO01PUB,985370625,0624-B-05 (online),I 19.42/4:77-107,1977,https://purl.fdlp.gov/GPO/gpo130525,"Preliminary digital model of the Arikaree Aquifer in the Sweetwater River Basin, central Wyoming"
1112994,https://catalog.gpo.gov/F/?func=direct&doc_number=1112994&local_base=GPO01PUB,985370738,0624-B-05 (online),I 19.42/4:75-37,1976,https://purl.fdlp.gov/GPO/gpo130527,"Distribution and movement of zinc and other heavy metals in South San Francisco Bay, California"
1113001,https://catalog.gpo.gov/F/?func=direct&doc_number=1113001&local_base=GPO01PUB,985370596,0624-B-05 (online),I 19.42/4:73-10,1973,https://purl.fdlp.gov/GPO/gpo130528,Artificial-recharge experiments and operations on the southern High Plains of Texas and New Mexico
1113003,https://catalog.gpo.gov/F/?func=direct&doc_number=1113003&local_base=GPO01PUB,985370615,0624-B-05 (online),I 19.42/4:75-3,1975,https://purl.fdlp.gov/GPO/gpo130529,"Hydrologic analysis of the valley-fill aquifer, North Platte River Valley, Goshen County, Wyoming"
1113006,https://catalog.gpo.gov/F/?func=direct&doc_number=1113006&local_base=GPO01PUB,985370599,0624-B-05 (online),I 19.42/4:73-60,1974,https://purl.fdlp.gov/GPO/gpo130535,"Effects of urbanization on floods in the Dallas, Texas metropolitan area"
1113008,https://catalog.gpo.gov/F/?func=direct&doc_number=1113008&local_base=GPO01PUB,963251388,0624-B-05 (online),I 19.42/4:76-111,1976,https://purl.fdlp.gov/GPO/gpo130536,"Sediment discharge from an area of highway construction, Applemans Run basin, Columbia County, Pennsylvania"
1113010,https://catalog.gpo.gov/F/?func=direct&doc_number=1113010&local_base=GPO01PUB,985370353,0624-B-05 (online),I 19.42/4:77-11,1977,https://purl.fdlp.gov/GPO/gpo130537,"Artificial-recharge tests in Upper Black Squirrel Creek Basin, Jimmy Camp Valley, and Fountain Valley, El Paso County, Colorado"
1113012,https://catalog.gpo.gov/F/?func=direct&doc_number=1113012&local_base=GPO01PUB,1135866077,1008-G (online),Y 1.1/5:116-191,2020,https://purl.fdlp.gov/GPO/gpo130706,"To reaffirm the action of the Secretary of the Interior to take land into trust for the benefit of the Santa Ynez Band of Chumash Mission Indians, and for other purposes : report (to accompany H.R. 317) (including cost estimate of the Congressional Budget Office)."
1113013,https://catalog.gpo.gov/F/?func=direct&doc_number=1113013&local_base=GPO01PUB,985370579,0624-B-05 (online),I 19.42/4:76-53,1976,https://purl.fdlp.gov/GPO/gpo130540,"Waterlogging in an alluvial aquifer near Lake Minnequa, Pueblo, Colorado"
1113015,https://catalog.gpo.gov/F/?func=direct&doc_number=1113015&local_base=GPO01PUB,985370873,0624-B-05 (online),I 19.42/4:83-4029,1976,https://purl.fdlp.gov/GPO/gpo130541,"Geology and ground-water resources of Camden County, New Jersey"
1113021,https://catalog.gpo.gov/F/?func=direct&doc_number=1113021&local_base=GPO01PUB,1135867487,1025-A-03 (online),Y 4.SCI 2:116-24,2020,https://purl.fdlp.gov/GPO/gpo130709,"Nature in crisis : biodiversity loss and its causes :  hearing before the Committee on Science, Space, and Technology, House of Representatives, One Hundred Sixteenth Congress, first session, June 4, 2019."
1113027,https://catalog.gpo.gov/F/?func=direct&doc_number=1113027&local_base=GPO01PUB,61353009,0624-B-05 (online),I 19.42/4:03-4126,2003,https://purl.fdlp.gov/GPO/LPS45789,Hydrologic resources of Guam
1113046,https://catalog.gpo.gov/F/?func=direct&doc_number=1113046&local_base=GPO01PUB,985370658,0624-B-05 (online),I 19.42/4:77-111,1977,https://purl.fdlp.gov/GPO/gpo130534,"Hydrologic evaluation of the Arikaree Formation near Lusk, Niobrara and Goshen counties, Wyoming"
1113047,https://catalog.gpo.gov/F/?func=direct&doc_number=1113047&local_base=GPO01PUB,985370597,0624-B-05 (online),I 19.42/4:76-114,1977,https://purl.fdlp.gov/GPO/gpo130544,"Evaporation from seven reservoirs in the Denver water-supply system, central Colorado"
1113079,https://catalog.gpo.gov/F/?func=direct&doc_number=1113079&local_base=GPO01PUB,985370736,0624-B-05 (online),I 19.42/4:77-27,1977,https://purl.fdlp.gov/GPO/gpo130550,"Low-flow characteristics at gaging stations on the Wisconsin, Fox, and Wolf Rivers, Wisconsin"
1113084,https://catalog.gpo.gov/F/?func=direct&doc_number=1113084&local_base=GPO01PUB,624777407,0624-B-05 (online),I 19.42/4:74-45,1974,https://purl.fdlp.gov/GPO/gpo130551,Low-flow characteristics of Wisconsin streams at sewage-treatment plants
1113099,https://catalog.gpo.gov/F/?func=direct&doc_number=1113099&local_base=GPO01PUB,1136131989,1008-G (online),Y 1.1/5:116-198,2020,https://purl.fdlp.gov/GPO/gpo130808,Nexus of Energy and Water for Sustainability Act of 2019 : report (to accompany S. 2799) (including cost estimate of the Congressional Budget Office).
1113103,https://catalog.gpo.gov/F/?func=direct&doc_number=1113103&local_base=GPO01PUB,1136134052,1008-I (online),Y 1.1/8:116-374,2020,https://purl.fdlp.gov/GPO/gpo130820,Yucca House National Monument Expansion Act : report (to accompany H.R. 1492) (including cost estimate of the Congressional Budget Office).
1113123,https://catalog.gpo.gov/F/?func=direct&doc_number=1113123&local_base=GPO01PUB,985370741,0624-B-05 (online),I 19.42/4:74-42,1975,https://purl.fdlp.gov/GPO/gpo130552,"Water resources of the Toppenish Creek Basin, Yakima Indian reservation, Washington."
1113124,https://catalog.gpo.gov/F/?func=direct&doc_number=1113124&local_base=GPO01PUB,985370549,0624-B-05 (online),I 19.42/4:75-42,1976,https://purl.fdlp.gov/GPO/gpo130553,"Water resources of the North Coast Limestone area, Puerto Rico"
1113125,https://catalog.gpo.gov/F/?func=direct&doc_number=1113125&local_base=GPO01PUB,985370678,0624-B-05 (online),I 19.42/4:77-49,1977,https://purl.fdlp.gov/GPO/gpo130554,The use of Galerkin finite-element methods to solve mass-transport equations
1113154,https://catalog.gpo.gov/F/?func=direct&doc_number=1113154&local_base=GPO01PUB,985370723,0624-B-05 (online),I 19.42/4:77-31,1977,https://purl.fdlp.gov/GPO/gpo130724,Techniques for estimating magnitude and frequency of floods in Minnesota
1113200,https://catalog.gpo.gov/F/?func=direct&doc_number=1113200&local_base=GPO01PUB,971499176,0624-B (online),I 19.42/4:77-102,1977,https://purl.fdlp.gov/GPO/gpo130725,"Ground-water appraisal of the Pineland Sands area, central Minnesota"
1113202,https://catalog.gpo.gov/F/?func=direct&doc_number=1113202&local_base=GPO01PUB,681373538,0624-B-05 (online),I 19.42/4:54-75,1976,https://purl.fdlp.gov/GPO/gpo130727,Measurement and prediction of sediment yields in Wisconsin streams
1113214,https://catalog.gpo.gov/F/?func=direct&doc_number=1113214&local_base=GPO01PUB,985370559,0624-B-05 (online),I 19.42/4:77-7,1977,https://purl.fdlp.gov/GPO/gpo130734,"Ground-water resources of the alluvial aquifers in northeastern Larimer County, Colorado"
1113216,https://catalog.gpo.gov/F/?func=direct&doc_number=1113216&local_base=GPO01PUB,985370594,0624-B-05 (online),I 19.42/4:74-5,1974,https://purl.fdlp.gov/GPO/gpo130735,"Evaluation of a proposed connector well, Northeastern DeSoto County, Florida"
1113218,https://catalog.gpo.gov/F/?func=direct&doc_number=1113218&local_base=GPO01PUB,985370601,0624-B-05 (online),I 19.42/4:73-3,1973,https://purl.fdlp.gov/GPO/gpo130738,"Effects of urbanization on floods in the Houston, Texas metropolitan area"
1113222,https://catalog.gpo.gov/F/?func=direct&doc_number=1113222&local_base=GPO01PUB,963251298,0624-B-05 (online),I 19.42/4:74-18,1974,https://purl.fdlp.gov/GPO/gpo130739,"Availability of ground water in the Branch River basin : Providence County, Rhode Island"
1113226,https://catalog.gpo.gov/F/?func=direct&doc_number=1113226&local_base=GPO01PUB,681472031,0624-B-05 (online),I 19.42/4:75-63,1976,https://purl.fdlp.gov/GPO/gpo130740,"Preliminary digital model of ground-water flow in the Madison Group, Powder River Basin and adjacent areas, Wyoming, Montana, South Dakota, North Dakota, and Nebraska"
1113229,https://catalog.gpo.gov/F/?func=direct&doc_number=1113229&local_base=GPO01PUB,622494583,0624-B (online),I 19.42/4:02-4177,2003,https://purl.fdlp.gov/GPO/LPS41698,"Occurrence and distribution of dissolved trace elements in the surface waters of the Yakima River Basin, Washington, 1999-2000"
1113234,https://catalog.gpo.gov/F/?func=direct&doc_number=1113234&local_base=GPO01PUB,966434556,0624-B-05 (online),I 19.42/4:76-8,1976,https://purl.fdlp.gov/GPO/gpo130745,"Digital model to predict effects of pumping from the Arikaree Aquifer in the Dweyer area, southeastern Wyoming"
1113245,https://catalog.gpo.gov/F/?func=direct&doc_number=1113245&local_base=GPO01PUB,1136718377,1008-C-02,Y 1.1/8:116-364/,[2020]-,https://purl.fdlp.gov/GPO/gpo130897,PFAS Action Act of 2019 : report together with dissenting views (to accompany H.R. 535).
1113260,https://catalog.gpo.gov/F/?func=direct&doc_number=1113260&local_base=GPO01PUB,680160015,0624-B-05 (online),I 19.42/4:74-49,1975,https://purl.fdlp.gov/GPO/gpo130746,"Hydraulic characteristics and water-supply potential of the aquifers in the vicinity of the wastewater treatment plant, South Bend, Indiana"
1113261,https://catalog.gpo.gov/F/?func=direct&doc_number=1113261&local_base=GPO01PUB,985370485,0624-B-05 (online),I 19.42/4:75-23,1975,https://purl.fdlp.gov/GPO/gpo130748,"Ground water for irrigation in the Viking Basin, West-Central Minnesota"
1113266,https://catalog.gpo.gov/F/?func=direct&doc_number=1113266&local_base=GPO01PUB,985370624,0624-B-05 (online),I 19.42/4:75-58,1976,https://purl.fdlp.gov/GPO/gpo130750,"Digital model for simulated effects of ground-water pumping in the Hueco Bolson, El Paso area, Texas, New Mexico, and Mexico"
1113271,https://catalog.gpo.gov/F/?func=direct&doc_number=1113271&local_base=GPO01PUB,691132357,0624-B-05 (online),I 19.42/4:75-34,1976,https://purl.fdlp.gov/GPO/gpo130917,"Floods in New York, 1972 : with special reference to tropical storm Agnes"
1113293,https://catalog.gpo.gov/F/?func=direct&doc_number=1113293&local_base=GPO01PUB,1137164078,0520-E-01 (online),HS 5.102:EN 8,[2010],https://purl.fdlp.gov/GPO/gpo130558,"FEMA Environmental Planning and Historic Preservation : strategic plan, fiscal year 2009-2013."
1113303,https://catalog.gpo.gov/F/?func=direct&doc_number=1113303&local_base=GPO01PUB,1088412317,0484-E-03 (online),EP 6.58:R 29/3/2018-2,,https://purl.fdlp.gov/GPO/gpo130933,How to update a renewable fuel producer facility in OTAQREG.
1113361,https://catalog.gpo.gov/F/?func=direct&doc_number=1113361&local_base=GPO01PUB,985370737,0624-B-05 (online),I 19.42/4:77-48,1977,https://purl.fdlp.gov/GPO/gpo130742,Low-flow characteristics of Minnesota streams
1113372,https://catalog.gpo.gov/F/?func=direct&doc_number=1113372&local_base=GPO01PUB,985370581,0624-B-05 (online),I 19.42/4:76-27,1976,https://purl.fdlp.gov/GPO/gpo130912,"Operation and maintenance of a deep-well water-level measurement device, the Iron Horse"
1113377,https://catalog.gpo.gov/F/?func=direct&doc_number=1113377&local_base=GPO01PUB,985370605,0624-B-05 (online),I 19.42/4:73-43,1973,https://purl.fdlp.gov/GPO/gpo130909,"Flood of July 17, 1972 in Gallup, New Mexico"
1113384,https://catalog.gpo.gov/F/?func=direct&doc_number=1113384&local_base=GPO01PUB,985370556,0624-B-05 (online),I 19.42/4:74-7,1974,https://purl.fdlp.gov/GPO/gpo131055,The quality of surface waters in Texas
1113387,https://catalog.gpo.gov/F/?func=direct&doc_number=1113387&local_base=GPO01PUB,971499183,0624-B (online),I 19.42/4:77-64,1977,https://purl.fdlp.gov/GPO/gpo130888,"A digital model of the Floridan aquifer, north of Tampa, Florida"
1113396,https://catalog.gpo.gov/F/?func=direct&doc_number=1113396&local_base=GPO01PUB,1137260726,0646-R (online),I 29.89:2008/060,2008,http://purl.fdlp.gov/GPO/gpo79567,Large rivers water quality monitoring protocol : Great Lakes Inventory and Monitoring Network
1113410,https://catalog.gpo.gov/F/?func=direct&doc_number=1113410&local_base=GPO01PUB,1137261554,0646-R (online),I 29.89:2008/063,2008,http://purl.fdlp.gov/GPO/gpo79577,South Florida/Caribbean network vital signs monitoring plan
1113413,https://catalog.gpo.gov/F/?func=direct&doc_number=1113413&local_base=GPO01PUB,1137262207,0646-R (online),I 29.89:2008/068,2008,http://purl.fdlp.gov/GPO/gpo79582,"Diatom monitoring protocol : National Park Service, Great Lakes Inventory and Monitoring Network"
1113419,https://catalog.gpo.gov/F/?func=direct&doc_number=1113419&local_base=GPO01PUB,1137262830,0646-R (online),I 29.89:2008/066,2008,http://purl.fdlp.gov/GPO/gpo79584,Long term monitoring of small glaciers at North Cascades National Park : a prototype park model for the North Coast and Cascades network
1113435,https://catalog.gpo.gov/F/?func=direct&doc_number=1113435&local_base=GPO01PUB,985370728,0624-B-05 (online),I 19.42/4:77-21,1977,https://purl.fdlp.gov/GPO/gpo130906,Magnitude and frequency of floods in California
