----
| *Title* | *CGP* | *Author* | *Date* | *SuDoc* | *Format*
:-----------------|:-----------------:|:-----------------:|:-----------------:|:-----------------:|:-----------------:
"06/09/2022 Select Committee hearing.",1192254,https://catalog.gpo.gov/F/?func=direct&doc_number=1192254&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26,Print
"06/13/2022 Select Committee hearing.",1192257,https://catalog.gpo.gov/F/?func=direct&doc_number=1192257&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/2,Print
"06/16/2022 Select Committee hearing.",1192283,https://catalog.gpo.gov/F/?func=direct&doc_number=1192283&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/3,Print
"06/21/2022 Select Committee hearing.",1192289,https://catalog.gpo.gov/F/?func=direct&doc_number=1192289&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/4,Print
"06/23/2022 Select Committee hearing.",1192303,https://catalog.gpo.gov/F/?func=direct&doc_number=1192303&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/5,Print
"06/28/2022 Select Committee hearing.",1192310,https://catalog.gpo.gov/F/?func=direct&doc_number=1192310&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/6,Print
"07/12/2022 Select Committee hearing.",1192901,https://catalog.gpo.gov/F/?func=direct&doc_number=1192901&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/7,Print
"07/21/2022 Select Committee hearing.",1193321,https://catalog.gpo.gov/F/?func=direct&doc_number=1193321&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/8,Print
"10/13/2022 Select Committee hearing.",1203393,https://catalog.gpo.gov/F/?func=direct&doc_number=1203393&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",1800,Y 4.2:J 26/9,Print
"Business meeting on a report recommending that the House of Representatives cite Jeffrey B. Clark for criminal contempt of Congress : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, first session, December 1, 2021.",1208955,https://catalog.gpo.gov/F/?func=direct&doc_number=1208955&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-2,Online
"Business meeting on a report recommending that the House of Representatives cite Mark Randall Meadows for criminal contempt of Congress : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, first session, December 13, 2021.",1208957,https://catalog.gpo.gov/F/?func=direct&doc_number=1208957&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-3,Online
"Business meeting on a report recommending that the House of Representatives cite Stephen K. Bannon for criminal contempt of Congress : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, first session, October 19, 2021.",1208950,https://catalog.gpo.gov/F/?func=direct&doc_number=1208950&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-1,Online
"Business meeting on a report recommending that the House of Representatives cite Stephen K. Bannon for criminal contempt of Congress : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, first session, October 19, 2021.",1208949,https://catalog.gpo.gov/F/?func=direct&doc_number=1208949&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-1,Print
"Business meeting on the January 6th investigation : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, October 13, 2022.",1208970,https://catalog.gpo.gov/F/?func=direct&doc_number=1208970&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-5,Online
"Business meeting to consider a report recommending that the House of Representatives cite Peter Navarro and Daniel Scavino, Jr., for criminal contempt of Congress : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, March 28, 2022.",1208958,https://catalog.gpo.gov/F/?func=direct&doc_number=1208958&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-4,Online
"Business meeting to consider the Select Committee's final report : meeting of the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, December 19, 2022.",1209122,https://catalog.gpo.gov/F/?func=direct&doc_number=1209122&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/117-6,Online
"Compilation of Hearings on the January 6th investigation : hearings before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, July 27, 2021; June 9, 13, 16, 21, 23, and 28 2022; July 12 and 21, 2022.",1209125,https://catalog.gpo.gov/F/?func=direct&doc_number=1209125&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2023,Y 4.2:J 26/117-10,Online
"Final report of the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1208423,https://catalog.gpo.gov/F/?func=direct&doc_number=1208423&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 1.1/8:117-663,Online
"Final report of the Select Committee to Investigate the January 6th Attack on the United States Capitol.",1208670,https://catalog.gpo.gov/F/?func=direct&doc_number=1208670&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 1.1/8:117-663,Print
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 13, 2022.",1208322,https://catalog.gpo.gov/F/?func=direct&doc_number=1208322&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/2,Online
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 16, 2022.",1208323,https://catalog.gpo.gov/F/?func=direct&doc_number=1208323&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/3,Online
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 16, 2022.",1208770,https://catalog.gpo.gov/F/?func=direct&doc_number=1208770&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/3,Print
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 21, 2022.",1208324,https://catalog.gpo.gov/F/?func=direct&doc_number=1208324&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/4,Online
"Hearing on the January 6th investigation : hearing before the Select Committee to Investigate the January 6th Attack on the United States Capitol, House of Representatives, One Hundred Seventeenth Congress, second session, June 21, 2022.",1208778,https://catalog.gpo.gov/F/?func=direct&doc_number=1208778&local_base=GPO01PUB,"United States. Congress. House. Select Committee to Investigate the January 6th Attack on the United States Capitol",2022,Y 4.2:J 26/4,Print
